#bin	chrom	chromStart	chromEnd	name	score	sourceCount	sourceIds	sourceScores
937	chr7	46186430	46186710	FOXA1	160	1	1163	160
937	chr7	46186440	46186904	POLR2A	188	1	885	188
937	chr7	46186447	46186957	SP1	344	1	1213	344
937	chr7	46186468	46186797	NR3C1	120	2	270,640	113,120
937	chr7	46186575	46186819	FOS	344	1	993	344
937	chr7	46186583	46186987	GATA2	332	1	266	332
937	chr7	46186590	46186866	CTCF	74	1	976	74
937	chr7	46186596	46186926	USF2	568	2	259,325	568,69
937	chr7	46186629	46187167	GATA3	471	2	89,1161	471,245
937	chr7	46186631	46186915	BHLHE40	446	1	583	446
937	chr7	46186632	46186888	CEBPB	888	2	921,1206	529,888
937	chr7	46186634	46186874	USF1	179	1	75	179
937	chr7	46187290	46187580	GATA3	378	1	89	378
937	chr7	46187314	46187554	FOXA1	344	1	1026	344
937	chr7	46189116	46189606	NR2F2	479	1	211	479
937	chr7	46189139	46189583	RXRA	113	1	962	113
937	chr7	46189832	46190175	KDM1A	912	1	1146	912
937	chr7	46189856	46190196	SP1	354	1	204	354
937	chr7	46189858	46190138	ESR1	777	3	88,340,752	293,216,777
937	chr7	46189859	46190135	FOXA2	446	2	199,842	428,446
937	chr7	46189876	46190441	GATA3	1000	2	89,95	1000,453
937	chr7	46189887	46190144	FOXA1	1000	4	8,72,402,1026	703,360,633,1000
937	chr7	46189888	46190184	RXRA	302	1	949	302
937	chr7	46190180	46190740	MTA2	227	1	947	227
937	chr7	46190198	46190798	RELB	387	1	522	387
937	chr7	46190227	46190817	IKZF2	540	2	372,506	540,380
937	chr7	46190261	46190750	IKZF1	828	2	884,1113	528,828
937	chr7	46190305	46190736	TBX21	745	1	1234	745
937	chr7	46190380	46190630	NR3C1	232	1	1139	232
937	chr7	46191738	46191994	FOXA2	439	2	199,842	439,306
937	chr7	46191741	46191981	FOXA1	733	3	8,402,1026	733,610,682
937	chr7	46192030	46192987	CTCF	1000	51	37,51,57,102,111,198,202,228,246,247,292,298,350,355,382,394,521,546,569,651,716,723,730,733,736,743,760,783,793,804,815,821,829,834,860,891,976,977,979,1002,1006,1041,1064,1068,1088,1137,1148,1151,1155,1193,1217	159,206,379,84,162,670,276,107,958,1000,95,163,586,353,188,158,155,928,150,499,77,433,236,894,64,554,109,837,201,709,118,156,311,131,157,228,91,345,274,230,216,185,175,492,183,87,150,111,77,123,206
937	chr7	46192232	46192682	RAD21	322	8	262,496,586,720,830,881,1197,1212	249,297,235,173,195,284,322,152
937	chr7	46192246	46192756	SP1	165	1	1213	165
937	chr7	46192293	46192609	ZNF384	325	1	619	325
937	chr7	46192606	46192956	EP300	208	1	299	208
937	chr7	46192615	46193191	MLLT1	77	1	700	77
937	chr7	46192713	46193545	GATAD2B	219	1	1238	219
937	chr7	46192966	46193376	RB1	288	1	851	288
937	chr7	46193023	46193807	MEF2B	154	1	412	154
937	chr7	46193028	46193607	SRF	104	1	227	104
937	chr7	46193073	46193812	IKZF1	583	2	884,1113	360,583
937	chr7	46193103	46193687	NBN	416	1	183	416
937	chr7	46193122	46193722	RELB	309	1	522	309
937	chr7	46193157	46194291	IKZF2	520	2	372,506	520,412
937	chr7	46193165	46193636	TBX21	515	1	1234	515
937	chr7	46193243	46193459	PBX3	188	1	871	188
937	chr7	46193246	46193474	PKNOX1	59	1	519	59
937	chr7	46193250	46194326	EED	643	1	215	643
937	chr7	46193260	46193516	TCF12	473	1	433	473
937	chr7	46193306	46194098	DPF2	538	2	416,673	200,538
937	chr7	46193307	46194213	MTA2	153	1	947	153
937	chr7	46193322	46194080	ZNF217	397	1	492	397
937	chr7	46193338	46193774	TRIM22	518	1	652	518
937	chr7	46193360	46193916	EP300	457	1	299	457
937	chr7	46193416	46193963	BCL3	337	1	865	337
937	chr7	46193440	46193744	PAX5	296	1	29	296
937	chr7	46193461	46193885	ZNF143	29	1	516	29
937	chr7	46193462	46194022	NFATC1	364	1	1135	364
937	chr7	46193463	46193693	BATF	414	1	162	414
937	chr7	46193476	46193939	EBF1	397	2	708,1020	397,188
937	chr7	46193476	46193886	CHD1	413	1	992	413
937	chr7	46193494	46194277	ZNF687	434	2	109,1027	434,323
937	chr7	46193498	46193919	MYC	1000	3	184,696,1039	348,1000,562
937	chr7	46193535	46193945	CLOCK	204	1	419	204
937	chr7	46193547	46194544	MAX	1000	4	323,446,701,1111	1000,281,468,1000
937	chr7	46193550	46194130	NFIC	355	1	1168	355
937	chr7	46193556	46193812	TCF12	140	1	433	140
937	chr7	46193559	46193735	BHLHE40	123	1	1034	123
937	chr7	46193569	46193889	IRF4	359	1	148	359
937	chr7	46193569	46194133	YY1	91	1	617	91
937	chr7	46193589	46194428	NFATC3	102	1	1051	102
937	chr7	46193592	46193972	NFYB	78	1	1105	78
937	chr7	46193592	46194102	SIN3A	399	1	573	399
937	chr7	46193595	46194045	RCOR1	496	1	344	496
937	chr7	46193612	46194245	POLR2A	406	1	635	406
937	chr7	46193617	46194121	ATF2	399	1	1112	399
937	chr7	46193623	46194534	SP1	1000	3	204,892,1183	1000,753,1000
937	chr7	46193624	46193895	MNT	487	1	1157	487
937	chr7	46193625	46194045	FOS	672	4	6,888,993,1017	180,576,672,518
937	chr7	46193625	46194681	CTCF	391	22	246,247,298,382,431,523,580,731,743,780,783,804,818,860,931,955,979,1002,1137,1148,1151,1254	391,74,205,245,159,145,101,151,366,137,336,175,94,228,178,24,140,107,180,171,102,172
937	chr7	46193626	46193970	FOXA2	416	1	395	416
937	chr7	46193641	46194490	REST	239	3	245,1172,1233	91,189,239
937	chr7	46193643	46194483	RXRA	1000	3	628,949,962	1000,1000,1000
937	chr7	46193650	46194578	HNF4A	1000	3	92,334,677	1000,1000,1000
937	chr7	46193664	46194080	ATF3	445	1	1028	445
937	chr7	46193667	46194350	JUNB	297	1	597	297
937	chr7	46193670	46193940	MAFF	157	1	553	157
937	chr7	46193676	46194020	FOXA1	396	2	1026,1092	297,396
937	chr7	46193686	46193964	CEBPB	393	2	921,1241	196,393
937	chr7	46193696	46194373	RAD21	406	8	38,64,496,586,720,830,881,1197	260,270,406,314,135,136,275,381
937	chr7	46193705	46193847	GATA3	769	2	89,95	769,273
937	chr7	46193727	46194497	CREM	347	2	424,1000	347,157
937	chr7	46193756	46194494	EGR1	110	1	686	110
937	chr7	46193782	46194038	STAT3	324	2	367,1011	324,275
937	chr7	46193873	46194557	RBFOX2	108	1	231	108
937	chr7	46193881	46194485	ATF7	175	2	528,930	175,165
937	chr7	46193897	46194421	GABPA	89	1	798	89
937	chr7	46193902	46194266	RUNX3	204	1	1063	204
937	chr7	46193916	46194592	JUND	775	3	94,510,744	775,752,336
937	chr7	46193934	46194198	IKZF1	61	1	884	61
937	chr7	46193940	46194384	TRIM22	370	1	844	370
937	chr7	46193942	46194521	NR2F2	383	2	87,211	383,333
937	chr7	46193945	46194389	ELF1	51	1	70	51
937	chr7	46193953	46194232	ASH2L	415	1	132	415
937	chr7	46193978	46194428	SKI	282	1	599	282
937	chr7	46193993	46194329	TCF12	191	1	886	191
937	chr7	46194014	46194454	NR2F6	543	1	490	543
937	chr7	46194051	46194411	TBL1XR1	429	1	110	429
937	chr7	46194069	46194289	ZBTB7A	611	1	1099	611
937	chr7	46194069	46194339	SMC3	181	1	196	181
937	chr7	46194082	46194452	MNT	268	1	1198	268
937	chr7	46194082	46194472	CREB1	49	1	1229	49
937	chr7	46194092	46194428	ZKSCAN1	289	1	359	289
937	chr7	46194094	46194418	ZNF24	101	1	239	101
937	chr7	46194096	46194423	KDM1A	530	1	1146	530
937	chr7	46194101	46194265	NR2F1	370	1	550	370
937	chr7	46194102	46194452	ETS1	888	1	375	888
937	chr7	46194115	46194455	HDAC2	713	1	1083	713
937	chr7	46194121	46194403	FOXA2	635	2	199,842	635,342
937	chr7	46194146	46194488	NCOR1	1000	1	417	1000
937	chr7	46194169	46194369	USF1	287	1	107	287
937	chr7	46194175	46194333	FOXA1	639	2	8,402	588,639
937	chr7	46194208	46194414	HNF4G	1000	2	318,460	1000,1000
937	chr7	46194212	46194431	ATF3	816	2	186,1028	816,542
937	chr7	46194230	46194434	CEBPB	675	2	214,1241	626,675
937	chr7	46194232	46194336	EP300	938	1	676	938
937	chr7	46194751	46195403	MNT	95	1	1198	95
937	chr7	46194820	46195390	NCOR1	656	1	417	656
937	chr7	46194861	46195197	ZKSCAN1	341	1	359	341
937	chr7	46194898	46195594	EHMT2	511	1	1209	511
937	chr7	46194906	46195312	ASH2L	1000	1	132	1000
937	chr7	46194914	46195498	YY1	336	1	69	336
937	chr7	46194942	46195426	REST	250	1	1233	250
937	chr7	46194950	46195440	HNF4A	1000	3	92,334,677	1000,620,1000
937	chr7	46194952	46195622	KDM1A	348	1	1146	348
937	chr7	46194955	46195475	ZBTB33	289	1	802	289
937	chr7	46194959	46195409	RAD21	380	2	496,586	380,224
937	chr7	46194980	46195440	MAX	441	1	1111	441
937	chr7	46194983	46195383	TBX3	238	1	1210	238
937	chr7	46194984	46195360	HNF4G	1000	2	318,460	1000,566
937	chr7	46194988	46195430	SP1	1000	3	204,892,1183	426,1000,1000
937	chr7	46194998	46195348	ETS1	327	1	375	327
937	chr7	46195008	46195332	EP300	378	1	676	378
937	chr7	46195025	46195466	ATF3	756	2	186,1028	391,756
937	chr7	46195035	46195398	FOXA2	447	4	158,199,395,842	339,407,447,381
937	chr7	46195042	46195462	JUND	677	2	94,572	677,539
937	chr7	46195046	46195556	POLR2A	150	1	635	150
937	chr7	46195050	46195380	RXRA	962	2	628,962	541,962
937	chr7	46195057	46195353	BHLHE40	321	1	461	321
937	chr7	46195059	46195329	SMC3	223	1	196	223
937	chr7	46195060	46195480	NR2F2	406	1	87	406
937	chr7	46195060	46195284	CEBPB	257	2	214,1241	239,257
937	chr7	46195063	46195410	FOXA1	583	3	8,402,1092	296,306,583
937	chr7	46195139	46195399	FOSL2	228	1	571	228
937	chr7	46195176	46195321	ARID3A	1000	1	123	1000
937	chr7	46195206	46195396	PKNOX1	90	1	692	90
937	chr7	46196645	46197409	MAX	337	2	323,1111	337,282
937	chr7	46196988	46197438	RAD21	276	2	496,586	229,276
937	chr7	46196991	46197407	ATF3	243	1	1028	243
937	chr7	46196998	46197502	SP1	956	2	892,1183	956,369
937	chr7	46197011	46197431	JUND	256	1	94	256
937	chr7	46197085	46197367	HNF4A	813	2	92,677	435,813
937	chr7	46197125	46197327	RXRA	379	1	962	379
937	chr7	46198709	46199113	HNF4A	128	1	677	128
937	chr7	46200433	46200753	JUND	310	1	567	310
937	chr7	46200509	46200769	FOS	878	3	888,993,1017	878,820,557
937	chr7	46200602	46200764	MYC	1000	1	696	1000
937	chr7	46200706	46200946	CTCF	139	1	834	139
937	chr7	46202917	46203157	FOXA1	331	1	1026	331
937	chr7	46204879	46205199	JUND	302	1	567	302
937	chr7	46204919	46205215	FOS	201	1	684	201
937	chr7	46205222	46205702	TBX21	150	1	1234	150
937	chr7	46207805	46208185	MAFK	177	1	915	177
937	chr7	46207819	46208179	CREM	449	1	1000	449
937	chr7	46207828	46208252	JUNB	160	1	597	160
937	chr7	46208236	46208520	BHLHE40	578	1	583	578
937	chr7	46208248	46208564	EP300	475	1	711	475
937	chr7	46208270	46208514	FOS	874	3	888,993,1017	235,874,606
937	chr7	46208287	46208423	USF2	737	1	259	737
937	chr7	46208310	46208420	MYC	934	1	696	934
937	chr7	46208311	46208627	STAT3	429	1	367	429
937	chr7	46208348	46208784	CTCF	67	1	955	67
937	chr7	46213418	46213908	NR2F2	232	1	211	232
937	chr7	46214268	46214678	ZNF316	111	1	342	111
937	chr7	46214388	46214768	MAFK	180	1	915	180
937	chr7	46214557	46214840	NFE2L2	335	3	377,532,809	244,335,213
937	chr7	46218358	46218628	MAFK	281	1	283	281
937	chr7	46218398	46218658	FOS	602	2	993,1017	602,249
937	chr7	46224665	46225069	GATA2	180	1	266	180
937	chr7	46225075	46225459	MNT	130	1	414	130
937	chr7	46228337	46228607	SPI1	381	1	1192	381
937	chr7	46228592	46228848	REST	127	1	258	127
937	chr7	46228894	46229150	CEBPB	226	1	1206	226
937	chr7	46231415	46231711	FOS	430	1	684	430
937	chr7	46231477	46231713	RAD21	109	1	1019	109
937	chr7	46231478	46231734	CEBPB	347	1	1206	347
937	chr7	46231910	46232194	SMARCA4	823	1	820	823
937	chr7	46235201	46235457	CEBPB	165	1	1206	165
937	chr7	46235539	46235943	HNF4A	147	1	677	147
937	chr7	46235561	46235921	TBL1XR1	334	1	110	334
937	chr7	46235615	46235911	RXRA	459	1	949	459
937	chr7	46235637	46235921	FOXA1	151	1	402	151
937	chr7	46235695	46235810	SKI	378	1	599	378
937	chr7	46242050	46242290	USF1	337	1	75	337
937	chr7	46243135	46243515	ATF7	249	1	528	249
937	chr7	46243145	46243525	ATF2	602	2	470,615	602,43
937	chr7	46243975	46244355	MAFK	141	1	915	141
937	chr7	46245157	46245427	FOXA1	234	1	880	234
937	chr7	46245195	46245519	MYC	235	1	184	235
937	chr7	46245838	46246474	IKZF1	184	1	884	184
937	chr7	46245917	46246724	IKZF2	284	2	372,506	284,209
937	chr7	46246006	46246370	TCF7	307	1	197	307
937	chr7	46246039	46246639	RELB	320	1	522	320
937	chr7	46246052	46246548	NR2F1	211	1	550	211
937	chr7	46246194	46246674	TBX21	216	1	1234	216
937	chr7	46246194	46246774	NFIC	400	1	1168	400
937	chr7	46246266	46246766	ZBED1	369	1	58	369
937	chr7	46246271	46246691	ETV6	345	1	1134	345
937	chr7	46246294	46246658	RUNX3	275	1	1063	275
937	chr7	46246295	46246655	CREM	335	1	1000	335
937	chr7	46246395	46246607	ZNF687	1000	1	1027	1000
937	chr7	46246411	46246731	EBF1	102	1	1020	102
937	chr7	46247103	46247479	ATF2	266	1	470	266
937	chr7	46247112	46247492	ATF7	126	1	528	126
937	chr7	46247393	46248010	YY1	335	2	69,617	335,257
937	chr7	46247519	46247821	BHLHE40	284	1	1034	284
937	chr7	46247555	46248035	SP1	275	1	892	275
937	chr7	46254641	46255706	CHD4	238	1	840	238
937	chr7	46255002	46256138	HDAC1	448	1	254	448
937	chr7	46255352	46256248	EHMT2	780	1	1209	780
937	chr7	46255406	46256010	U2AF1	753	1	24	753
937	chr7	46255440	46256010	NCOR1	771	1	417	771
937	chr7	46255441	46255965	CREM	339	1	424	339
937	chr7	46255450	46255877	EP300	688	2	676,732	688,429
937	chr7	46255458	46255948	NR2F2	285	1	211	285
937	chr7	46255458	46255822	TBP	129	1	952	129
937	chr7	46255464	46255864	FOXA2	363	2	199,842	363,105
937	chr7	46255471	46256035	YY1	182	1	617	182
937	chr7	46255472	46256093	RNF2	774	1	336	774
937	chr7	46255478	46255928	RAD21	655	3	496,586,1197	655,277,178
937	chr7	46255480	46255920	NR2F6	416	1	490	416
937	chr7	46255490	46256166	RBM39	561	1	427	561
937	chr7	46255515	46255999	XRCC5	876	1	695	876
937	chr7	46255516	46255916	GATA4	319	1	141	319
937	chr7	46255521	46255937	ATF3	223	1	1028	223
937	chr7	46255524	46255864	SP1	504	3	204,892,1183	285,406,504
937	chr7	46255528	46256090	TCF7	218	1	370	218
937	chr7	46255536	46255996	MAX	1000	3	323,446,1111	1000,374,363
937	chr7	46255538	46255822	FOXA1	210	1	402	210
937	chr7	46255542	46255952	HNF1A	247	1	1136	247
937	chr7	46255545	46255815	SMC3	153	1	196	153
937	chr7	46255548	46255888	HDAC2	717	1	1083	717
937	chr7	46255553	46255973	ETV4	633	1	1102	633
937	chr7	46255555	46255825	JUND	251	1	572	251
937	chr7	46255557	46255937	ATF7	138	1	528	138
937	chr7	46255558	46256128	TFAP4	305	1	805	305
937	chr7	46255566	46256190	POLR2A	255	2	328,437	255,71
937	chr7	46255567	46255912	KDM1A	900	1	1146	900
937	chr7	46255567	46255943	ARID3A	480	1	123	480
937	chr7	46255569	46256169	HNRNPLL	151	1	849	151
937	chr7	46255569	46255676	SOX13	1000	1	690	1000
937	chr7	46255575	46255951	HNF4G	261	1	318	261
937	chr7	46255576	46256072	HNRNPL	263	1	725	263
937	chr7	46255578	46255872	SKI	776	1	599	776
937	chr7	46255582	46255878	RXRA	585	3	628,949,962	585,402,468
937	chr7	46255588	46255948	TBL1XR1	525	1	110	525
937	chr7	46255617	46255876	HNF4A	609	2	92,677	609,568
937	chr7	46255626	46255930	MYC	300	1	696	300
937	chr7	46255644	46255848	CEBPB	1000	2	214,1241	542,1000
937	chr7	46255658	46255934	ELF1	348	1	1115	348
937	chr7	46255710	46255910	USF1	63	1	107	63
937	chr7	46258030	46258526	EP300	192	1	1243	192
937	chr7	46258057	46258533	JUND	318	1	510	318
937	chr7	46259649	46260185	POLR2A	368	2	218,1178	150,368
937	chr7	46259660	46260282	FOS	1000	4	6,888,993,1017	121,631,1000,794
937	chr7	46259727	46260043	STAT3	92	1	367	92
937	chr7	46259817	46259985	MYC	1000	1	696	1000
937	chr7	46264273	46264543	NFE2L2	319	2	532,809	302,319
937	chr7	46265296	46265586	GATA3	243	1	89	243
937	chr7	46265791	46266081	GATA3	262	1	89	262
937	chr7	46266414	46266858	RXRA	196	1	962	196
937	chr7	46266419	46266899	SP1	206	1	892	206
937	chr7	46266424	46266854	ATF3	233	1	186	233
937	chr7	46266430	46266846	ATF7	216	1	1186	216
937	chr7	46266433	46266843	CREB1	58	1	687	58
937	chr7	46266445	46266821	ATF2	147	1	470	147
937	chr7	46266482	46266902	JUND	315	2	94,567	240,315
937	chr7	46266493	46266803	MAFK	245	1	1173	245
937	chr7	46266507	46266911	HNF4A	98	1	677	98
937	chr7	46266517	46266794	CEBPB	276	2	921,1206	227,276
938	chr7	46269049	46269305	USF2	170	1	259	170
938	chr7	46269080	46269484	FOSL2	779	2	571,810	310,779
938	chr7	46269093	46269329	RAD21	148	1	1019	148
938	chr7	46269093	46269447	FOS	1000	5	6,684,888,993,1017	1000,1000,760,905,950
938	chr7	46269109	46269509	FOXA2	117	1	842	117
938	chr7	46269114	46269434	JUND	597	4	99,145,567,572	551,567,597,327
938	chr7	46269142	46269426	BHLHE40	360	1	583	360
938	chr7	46269168	46269424	CEBPB	239	1	1206	239
938	chr7	46269200	46269343	CREB1	106	3	526,687,1229	103,106,100
938	chr7	46269218	46269302	FOXA1	771	1	1163	771
938	chr7	46269228	46269420	EP300	230	1	1243	230
938	chr7	46269832	46270212	ATF7	183	1	528	183
938	chr7	46269931	46270251	JUND	640	1	567	640
938	chr7	46269991	46270099	ATF2	308	1	470	308
938	chr7	46270335	46270591	CEBPB	365	1	1206	365
938	chr7	46270633	46270773	JUND	1000	1	567	1000
938	chr7	46273041	46273601	MTA2	241	1	947	241
938	chr7	46273102	46273678	MEF2B	168	1	412	168
938	chr7	46273117	46273407	MEF2A	266	1	7	266
938	chr7	46273155	46273639	CBFB	446	1	789	446
938	chr7	46273158	46273932	ZBED1	475	1	58	475
938	chr7	46273184	46273454	BCL11A	256	1	918	256
938	chr7	46273279	46273492	RUNX3	460	1	1063	460
938	chr7	46273304	46273897	JUNB	1000	1	597	1000
938	chr7	46273418	46274008	IKZF2	334	1	506	334
938	chr7	46273436	46274016	DPF2	314	1	673	314
938	chr7	46273466	46273902	BMI1	209	1	878	209
938	chr7	46273479	46273843	TCF7	324	1	197	324
938	chr7	46273479	46273939	ZNF217	359	1	492	359
938	chr7	46273514	46273994	EED	502	1	215	502
938	chr7	46273530	46273890	EP300	479	1	589	479
938	chr7	46273546	46273906	CREM	424	1	1000	424
938	chr7	46273603	46273907	PAX5	317	1	29	317
938	chr7	46273611	46273821	NFIC	759	1	1168	759
938	chr7	46273615	46273885	BCL11A	690	1	918	690
938	chr7	46273635	46273835	BATF	1000	1	162	1000
938	chr7	46273638	46273894	TCF12	465	1	433	465
938	chr7	46273669	46273780	IRF4	705	1	148	705
938	chr7	46277058	46277434	ATF2	101	1	470	101
938	chr7	46277295	46277705	ZNF316	140	1	342	140
938	chr7	46277355	46277595	MAFK	308	1	987	308
938	chr7	46283242	46283632	FOXA1	151	1	72	151
938	chr7	46284368	46284684	STAT3	142	1	367	142
938	chr7	46284384	46284945	MAFK	986	4	283,915,987,1173	362,272,140,986
938	chr7	46284392	46284648	CEBPB	535	2	921,1206	426,535
938	chr7	46284394	46284670	MAFF	604	1	360	604
938	chr7	46284471	46284617	FOS	844	3	888,993,1017	840,844,823
938	chr7	46284564	46284974	ZNF316	70	1	342	70
938	chr7	46284729	46285159	RFX1	66	1	1003	66
938	chr7	46287539	46287919	MAFK	120	1	915	120
938	chr7	46289698	46289994	REST	225	2	258,351	127,225
938	chr7	46290003	46290171	SMARCA4	1000	1	820	1000
938	chr7	46293097	46293497	DPF2	414	1	416	414
938	chr7	46293122	46293482	RCOR1	478	1	973	478
938	chr7	46293124	46293460	GATAD2B	678	1	393	678
938	chr7	46293162	46293417	PKNOX1	144	1	441	144
938	chr7	46293163	46293433	SMARCE1	562	1	48	562
938	chr7	46293165	46293404	CTBP1	1000	1	56	1000
938	chr7	46293197	46293638	GATA3	878	1	95	878
938	chr7	46293206	46293415	ZNF217	411	1	1009	411
938	chr7	46293233	46293649	CUX1	250	1	577	250
938	chr7	46294977	46295487	ATF7	356	3	528,930,1186	356,91,229
938	chr7	46295040	46295450	ATF2	820	3	225,470,615	259,820,142
938	chr7	46295073	46295343	FOXA1	361	1	880	361
938	chr7	46297450	46297700	NR3C1	55	1	1139	55
938	chr7	46297543	46298019	GATA3	156	1	95	156
938	chr7	46297550	46298114	TCF12	300	1	791	300
938	chr7	46297568	46297784	RAD21	87	1	1212	87
938	chr7	46297577	46298087	SP1	374	1	1213	374
938	chr7	46297601	46297951	SIN3A	1000	1	1029	1000
938	chr7	46297638	46297938	TAF1	423	1	1122	423
938	chr7	46297646	46297950	ESR1	378	1	488	378
938	chr7	46297650	46298000	YY1	141	1	896	141
938	chr7	46297663	46298083	FOS	1000	4	6,888,993,1017	191,1000,928,744
938	chr7	46297677	46297993	STAT3	244	1	367	244
938	chr7	46297695	46298059	RCOR1	323	1	216	323
938	chr7	46297696	46298035	JUND	1000	3	99,145,567	922,353,1000
938	chr7	46297785	46297948	FOSL2	737	1	810	737
938	chr7	46299462	46299972	SP1	392	1	1213	392
938	chr7	46299500	46299959	RFX1	420	2	200,1003	149,420
938	chr7	46299544	46300115	TCF12	569	1	791	569
938	chr7	46299555	46300170	CTBP1	316	1	56	316
938	chr7	46299562	46299962	DPF2	270	1	416	270
938	chr7	46299565	46299949	BMI1	129	1	1097	129
938	chr7	46299572	46300062	ZNF217	175	1	1009	175
938	chr7	46299591	46299906	NR3C1	612	3	221,270,640	295,422,612
938	chr7	46299592	46300145	FOXA1	1000	4	8,72,1026,1163	111,674,416,1000
938	chr7	46299592	46300012	FOS	132	1	6	132
938	chr7	46299606	46299862	CEBPB	208	1	921	208
938	chr7	46299616	46299896	JUND	380	1	145	380
938	chr7	46299616	46300172	GATA3	479	2	89,95	108,479
938	chr7	46299663	46300043	MAFK	199	1	915	199
938	chr7	46299826	46300230	GATA2	235	1	266	235
938	chr7	46300378	46300808	RFX1	24	1	1003	24
938	chr7	46301155	46301731	MLLT1	164	1	700	164
938	chr7	46301175	46301775	RELB	294	1	522	294
938	chr7	46301197	46301687	SKIL	451	1	1070	451
938	chr7	46301238	46301698	ZNF217	577	1	492	577
938	chr7	46301249	46301669	TRIM28	405	1	554	405
938	chr7	46301250	46301674	ZNF143	50	1	516	50
938	chr7	46301257	46301667	KLF5	310	1	1120	310
938	chr7	46301298	46301514	EP300	319	1	166	319
938	chr7	46301354	46301862	ZNF444	593	1	195	593
938	chr7	46301360	46301562	ZBTB33	1000	1	495	1000
938	chr7	46302333	46302713	PKNOX1	34	1	692	34
938	chr7	46304235	46304599	TCF7	251	1	197	251
938	chr7	46305961	46306217	REST	163	2	258,1143	163,100
938	chr7	46309037	46309341	NR3C1	234	1	221	234
938	chr7	46315952	46316050	CREB1	125	1	1229	125
938	chr7	46315983	46316183	USF1	184	1	107	184
938	chr7	46317171	46317571	FOXA2	93	1	842	93
938	chr7	46318712	46319016	ESR1	499	1	488	499
938	chr7	46318916	46319166	NR3C1	372	1	1139	372
938	chr7	46320511	46321241	ZBTB33	185	1	802	185
938	chr7	46320543	46321007	RXRA	507	2	628,962	379,507
938	chr7	46320548	46321032	REST	163	1	1233	163
938	chr7	46320550	46321243	NR2F2	490	2	87,211	322,490
938	chr7	46320553	46321013	MAX	444	1	1111	444
938	chr7	46320554	46321004	RAD21	278	2	496,586	235,278
938	chr7	46320566	46320942	HNF4G	374	1	318	374
938	chr7	46320576	46320997	JUND	359	2	94,750	359,210
938	chr7	46320580	46321009	FOXA1	463	4	72,124,1026,1092	333,290,340,463
938	chr7	46320582	46320913	YY1	899	2	69,617	899,730
938	chr7	46320583	46321066	GATA3	1000	2	89,95	686,1000
938	chr7	46320601	46320948	FOXA2	421	2	158,395	335,421
938	chr7	46320612	46320917	HNF4A	768	2	92,677	586,768
938	chr7	46320625	46321041	CUX1	371	1	577	371
938	chr7	46320633	46321232	SP1	669	2	892,1183	669,539
938	chr7	46320636	46321140	ZHX2	351	1	636	351
938	chr7	46320651	46320901	NR3C1	421	1	1139	421
938	chr7	46320668	46321004	GATAD2B	642	1	393	642
938	chr7	46320668	46321248	DPF2	790	2	416,673	790,403
938	chr7	46320702	46321058	ZNF217	622	2	167,1009	508,622
938	chr7	46320705	46321065	RCOR1	570	1	973	570
938	chr7	46320712	46321024	CTBP1	1000	1	56	1000
938	chr7	46320739	46321075	ESRRA	301	1	933	301
938	chr7	46320757	46321027	SMARCE1	849	1	48	849
938	chr7	46320796	46321292	NR2F1	191	1	550	191
938	chr7	46320811	46321241	ZNF579	313	1	1249	313
938	chr7	46320830	46321274	ZNF687	291	1	1027	291
938	chr7	46320830	46321139	ESR1	332	2	488,1147	332,247
938	chr7	46321009	46321489	TBX21	167	1	1234	167
938	chr7	46321055	46321385	ZNF24	122	1	1177	122
938	chr7	46321096	46321380	SMARCA4	458	1	820	458
938	chr7	46321150	46321367	MTA2	306	1	947	306
938	chr7	46321550	46322125	EP300	195	1	299	195
938	chr7	46321607	46322407	RELB	404	1	522	404
938	chr7	46321637	46322217	NFIC	301	1	1168	301
938	chr7	46321657	46322233	CHD7	477	1	796	477
938	chr7	46321706	46322296	IKZF2	457	2	372,506	457,407
938	chr7	46321809	46322183	IKZF1	586	2	884,1113	385,586
938	chr7	46321812	46322132	EBF1	215	1	1020	215
938	chr7	46321834	46322198	RUNX3	296	1	1063	296
938	chr7	46321868	46322198	SRF	1000	3	227,863,1089	693,1000,1000
938	chr7	46321898	46322069	TBP	796	1	874	796
938	chr7	46321905	46322041	EED	722	1	215	722
938	chr7	46322030	46322430	FOXA2	140	1	842	140
938	chr7	46323451	46323951	ATF3	117	1	1059	117
938	chr7	46323486	46323884	ATF2	1000	2	470,615	1000,146
938	chr7	46323520	46323871	CREB1	590	1	1229	590
938	chr7	46323538	46323860	ATF7	1000	1	528	1000
938	chr7	46323557	46323827	JUND	1000	1	572	1000
938	chr7	46324269	46324436	FOXA2	175	1	842	175
938	chr7	46325531	46325787	CEBPB	180	1	1206	180
938	chr7	46325952	46326372	FOS	719	4	6,888,993,1017	207,427,719,609
938	chr7	46326012	46326316	MYC	259	1	696	259
938	chr7	46327069	46327469	FOXA2	81	1	842	81
938	chr7	46327079	46327559	SP1	163	1	892	163
938	chr7	46327091	46327475	MNT	95	1	414	95
938	chr7	46327101	46327491	FOXA1	168	1	72	168
938	chr7	46327601	46327991	CREB1	56	1	1229	56
938	chr7	46327674	46327944	NFE2L2	399	2	532,809	244,399
938	chr7	46327679	46327935	MAFK	445	3	117,915,987	218,445,231
938	chr7	46329488	46329788	NR3C1	171	1	640	171
938	chr7	46329739	46330439	CTCF	55	1	45	55
